video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"ogQRnF8-FUU","[5/20]유은혜,김준형,기모란,홍순탁,류밀희,윤성은,최광희,장항준│김어준의 뉴스공장","2020-05-20T02:00:12Z","UC5HSw5OY2vfVFSihpiB-AVQ","TBS 시민의방송","25","20.20.05","TBS|김어준|뉴스공장|5.18|긴급재난지원기금|코로나|한만호|정의연|정의기억연대|재난지원금|백신","318830","23519","422","350","https://i.ytimg.com/vi/ogQRnF8-FUU/default.jpg","False","False","[TBS 유튜브(수) 생방송]▶7시 6분 : 김어준의 뉴스공장 ▶9시 :골방라이브 유튜브ver. ▶10시 :더 룸 -5월 20일 (수) 김어준의 뉴스공장-◎ 1부[이 정도는 알아야 할 아침 뉴스]- 류밀희 기자 (TBS)[인터뷰 제1공장] -전화연결고3 등교수업 시작, 달라지는 학교생활 “학교 내 학생들 최대한 분산시킬 것”- 유은혜 부총리 (사회부총리 겸 교육부장관)◎ 2부[인터뷰 제2공장]코로나19 백신 전쟁 속 美, 백신 무기화할까...‘오바마게이트’ 외치는 트럼프의 대선 전망은- 김준형 원장 (국립외교원)[인터뷰 제3공장] 전 세계 코로나19 백신 개발 전쟁 “국제적 공조와 ‘백신주권’ 함께 가야”- 기모란 교수 (국립암센터대학원 예방의학과)◎ 3부[인터뷰 제4공장] 참여연대, ‘6대 혐의’ 수사 촉구 “이재용 부회장의 승인·지시 여부 반드시 밝혀내야”-홍순탁 회계사 (참여연대)◎ 4부[영화공장]‘역사적 실화 바탕 영화’, 놓쳐선 안 될 베스트 7- 윤성은 영화평론가- 최광희 영화평론가- 장항준 영화감독----------------------------------------------▶TBS 유튜브 구독 http://j.mp/MyLoveTBS▶TBS 페이스북 https://facebook.com/mylovetbs▶TBS 카카오스토리 https://story.kakao.com/ch/seoultbs▶TBS 인스타그램 https://instagram.com/seoultbstv▶TBS 트위터 https://twitter.com/seoultbstv▶TBS 홈페이지 http://tbs.seoul.kr/▶TBS 유튜브 커뮤니티 http://bit.ly/2EaWnQp"
"sR28yUR_dzM","(공익몰카) 만만하게 봤던 형광색 아저씨가 큰형님이라면? 2탄 (eng)","2020-05-19T08:00:26Z","UCVsBCfvb1NPjuoIMRDtDjHg","폭소바겐[Folkswagen]","23","20.20.05","보령머드축제|머드축제|몰래카메라|공익영상|바다축제|급식왕|더블비|보물섬|양팡|흔한남매|박형민|정승우|바다쓰레기|prank","1297370","17132","1174","2028","https://i.ytimg.com/vi/sR28yUR_dzM/default.jpg","False","False","안녕하십니까 폭소바겐입니다~ 부릉부릉~~이번 촬영장소는 아름다운 서해바다에서 촬영하였습니다형민이형은 충남 바닷가가 고향이고 승우는 해군 출신이라 바다 사랑이 남다릅니다. 여기서 갑자기 해군이 나온게 좀 껴맞춘게 아닌가 의심이 들수 있지만 다같이 그냥 눈 딱 감고 넘어가는 걸로 합의 보겠습니다 ㅎㅎ최근에 영화 아쿠아맨을 봤는데 바다 생물이 육지에서 밀려들어오는 쓰레기로 인해 힘들겠구나 라는 생각을 많이 했습니다언제나 건강하고 행복한 여러분 되시기를 진심으로 바라겠습니다 ㅎㅎ[폭소바겐 멤버 인스타]개그맨 박형민 인스타그램 https://www.instagram.com/zxcv3104/개그맨 정승우 인스타그램 https://www.instagram.com/gag_seung_woo/COPYRIGHT ⓒ 2018 Folkswagen ALL RIGHTS RESERVED.#폭소바겐 #몰카 #공익몰카"
"sWMYr-XzwhY","미스터트롯 X 송해 2탄💖 '전국노래자랑 참가자'로 나온 #이찬원 #정동원 #김희재와 '초대가수'로 나온 #임영웅 #영탁 #장민호 함께보기✨ [대케가수]","2020-05-19T10:01:13Z","UCUnSdg6_nmdhh2fXjsNqTXg","KBS대전","10","20.20.05","대전|KBS|KBS대전|세종|충남|편성|프로그램|제작|kbs|대전시|대전광역시|충청남도|세종특별시|전국노래자랑|미스터트롯|트롯|영트롯|트로트|장민호|임영웅|이찬원|영탁|정동원|김희재|일소일소일노일로|네가왜거기서나와|미운사내|청춘고백|꿈속의사랑|짝사랑|송해|보릿고개|나그네설움|사랑해누나|돌리도|불후의명곡|미스트롯|색소폰|무대|레전드무대|공연모음|대케가수","237462","7019","235","592","https://i.ytimg.com/vi/sWMYr-XzwhY/default.jpg","False","False","미스터트롯 X 송해의 반응이 너~~~무 좋아서2탄을 준비했습니다!(와아아)😁😆😊이번에는 전국노래자랑 병아리🐤 시절에 나온#이찬원 #정동원 #김희재 무대모음과초대가수🎤로 초청되어 온#임영웅 #영탁 #장민호 무대모음을번갈아가며 시청해봐요!이번주 KBS2 '불후의 명곡' 송해가요제특집본방사수 전 #전국노래자랑 출연 영상 다시보기🎵 영탁 /누나가 딱이야/🎵 이찬원 /진또배기, 청춘고백, 정말진짜로, 너는내남자/🎵 임영웅 /계단말고 엘리베이터/🎵 김희재 /하니하니, 사랑아, 하이하이하이/🎵 장민호 /남자는 말합니다/🎵 정동원 /그물, 나그네 설움/ #대전 #세종 #충남 #KBSKBS 대전 http://daejeon.kbs.co.kr/KBS 대/세/남 뉴스 https://www.youtube.com/channel/UCGNz... 대케 KBS 대/세/남https://www.youtube.com/channel/UCUnS..."
"U08OSl3V4po","NCT 127 엔시티 127 'Punch' MV","2020-05-19T15:00:14Z","UCEf_Bc-KVd7onSeifS3py9g","SMTOWN","10","20.20.05","[none]","5142931","936334","10082","197401","https://i.ytimg.com/vi/U08OSl3V4po/default.jpg","False","False","NCT 127's 2nd Album Repackage 'NCT #127 Neo Zone: The Final Round' is out!Listen and download on your favorite platform: https://nct127.lnk.to/neozonedeluxe[Tracklist]01 Punch02 NonStop03 서곡 (序曲; Prelude)04 영웅 (英雄; Kick It)05 꿈 (Boom)06 낮잠 (Pandora's Box)07 Day Dream (白日夢)08 너의 하루 (Make Your Day)09 Interlude: Neo Zone10 뿔 (MAD DOG)11 Sit Down!12 메아리 (Love Me Now)13 우산 (Love Song)14 백야 (White Night)15 Not Alone16 Dreams Come True17 Elevator (127F)NCT 127 Officialhttp://nct127.smtown.comhttp://www.youtube.com/nct127http://www.youtube.com/nctdailyhttp://www.facebook.com/NCT127.smtownhttp://www.instagram.com/nct127http://twitter.com/NCTsmtown_127#NCT127 #Punch #NeoZone_TheFinalRoundNCT 127 엔시티 127 'Punch' MV ℗ SM Entertainment"
"lDoKXcGcUB4","미스터트롯 Top6의 시작은 '전국 노래자랑'~🎤떡잎🌱부터 남달랐던 미스터트롯 TOP6의 과거 출연영상 모아보기✨ [대케가수]","2020-05-18T08:45:45Z","UCUnSdg6_nmdhh2fXjsNqTXg","KBS대전","10","20.20.05","대전|KBS|KBS대전|세종|충남|편성|프로그램|제작|kbs|대전시|대전광역시|충청남도|세종특별시|전국노래자랑|미스터트롯|트롯|영트롯|트로트|장민호|임영웅|이찬원|영탁|정동원|김희재|일소일소일노일로|네가왜거기서나와|미운사내|청춘고백|꿈속의사랑|짝사랑|송해|보릿고개|나그네설움|사랑해누나|돌리도|불후의명곡|미스트롯|색소폰|무대|레전드무대|공연모음|대케가수","389113","11304","400","994","https://i.ytimg.com/vi/lDoKXcGcUB4/default.jpg","False","False","미스터트롯이 KBS에 떴다! 'KBS 불후의 명곡-송해가요제' !5월 28일 저녁 6시 본방사수!그전에!본방 보기 전 과거 영상 복습은 필수죠?✊💖송해 선생님을 거쳐간미스터트롯 TOP 6의 🌱풋풋한🌱 시절을 돌아보아요~~🎤임영웅 /일소일소 일노일로/🎤영탁 /네가 왜 거기서 나와/🎤이찬원 /미운 사내 (+청춘고백, 꿈 속의 사랑, 짝사랑)/🎤정동원 /보릿고개 (+ 나그네 설움)/🎤장민호 /사랑해 누나/🎤김희재 /돌리도/"
"B_U1hB7JlMA","죄수와 검사Ⅱ(한명숙) ④ 검찰의 반격, 그리고 죄수H - 뉴스타파","2020-05-20T01:36:05Z","UCeFUGS2VCOb6DO3BiUgvwNA","newstapa","25","20.20.05","탐사보도|진실|뉴스타파","108094","11939","76","917","https://i.ytimg.com/vi/B_U1hB7JlMA/default.jpg","False","False","한명숙 전 총리에게 9억원을 줬다던 한만호가 공판에서 진술을 번복하자 검찰은 다른 증인을 내세웠습니다. 수감돼 있던 죄수들입니다. '뇌물을 줬다'는 말을 한 씨로부터 들었다는 건데 정작 한 씨와 가장 가까웠던 죄수 H는 증인으로 나오지 않았습니다. 뉴스타파는 죄수 H와 연락이 닿았습니다.☞더 상세한 내용을 기사로 확인하세요 : https://newstapa.org/article/8UJ0Y☞뉴스타파 후원하기 : https://newstapa.org/donate_info☞뉴스타파 제보하기 : https://jebo.newstapa.org☞뉴스타파 정기 뉴스레터 받아보기 : http://eepurl.com/cTAHUf☞뉴스타파 인스타그램 : https://www.instagram.com/newstapa/☞뉴스타파 페이스북 : https://fb.com/newstapa☞뉴스타파 트위터 : https://twitter.com/newstapa☞뉴스타파 텔레그램 알림 받기 : https://t.me/newstapa☞뉴스타파 굿즈 온라인 스토어  : https://smartstore.naver.com/newstapa※Music source : Habi Music & Westar Music#한명숙 #한만호 #검찰개혁 #죄수와검사"
"48N1aavLjPI","[골라봐야지] 1일 7깡 하다가 지루할 때 쯤 보러오세요(?) 춤 잘 추는 비(Rain) 모음 #아는형님 #JTBC봐야지","2020-05-18T09:01:28Z","UCF3UEVPt5zZTlBVJwDG317g","JTBC Voyage","24","20.20.05","JTBC봐야지|JTBC voyage|아는형님|아형|knowing bros|비|rain|정지훈|Jung ji hoon|영상|편집영상|입덕영상|레전드|비 레전드|비 춤|춤|비 퍼포먼스|퍼포먼스|깡|비 깡|깡코인|레인이펙트|나비효과|김태희|태양을 피하는 방법|나쁜 남자|최고의 선물|1일 3깡|식후깡|1일 7깡|rain effect|비효과|남자솔로|댄스|박진영|jyp|춤비교|춤선","1310906","14983","379","3266","https://i.ytimg.com/vi/48N1aavLjPI/default.jpg","False","False","스리슬쩍 탑승해보는 깡 코인,,^^,, 언제 어디서나 화려한 조명이 감싸지 않아도열정 가득 진심으로 춤추는 rain_oppa 모음..♡[JTBC봐야지] 구독하기☞ http://bitly.kr/VgFZ3------------------------------------------------------* 영상 속 프로그램은?【아는 형님｜Knowing Brothers】http://bit.ly/2VuTtho------------------------------------------------------"
"YTgeBbOyn5I","트로트 쎄시봉 트리오 음악회 #임영웅 #영탁 #장민호 #미스터트롯","2020-05-19T02:00:08Z","UCtX0ylOiD-WgKvteH108yww","안동MBC MUSIC","10","20.20.05","트로트|인기트로트|트로트메들리|트로트모음|인기트롯|트롯모음|미스트롯|미스|트롯|미스터트롯|미스터|메들리|노래|가요|음악|뮤직|최신|인기|차트|베스트|kpop|k-pop|ktrot|k-trot|best|music|사랑|이별|눈물|감성|갬성|캠핑|무한|반복|재생|광고|송가인|정미애|홍자|숙행|지원이|요요미|정다경|김소유|이미자|나훈아|홍진영|장윤정|주현미|정통|전통|민요|타령|판소리|국악|세미|세미트롯|세미트롯트|트롯인기|세미트로트|트롯트인기|트롯메들리|트롯베스트|트롯트메들리|트롯트베스트|트롯차트|신나는|트롯트차트|즐거운|트롯트모음|경쾌한|신명나는|흥나는|축제|행사|공연|콘서트|직캠|고화질|뽕피디|sbs|kbs|mbc|jtbc|tv조선|관광버스|고속도로|운전할때|드라이브|바람|기차|여행|뽕포유|놀면뭐하니|유산슬|유재석|이찬원|정동원|김희재|김수찬|울긴왜울어|사내|막걸리한잔|어느60대노부부이야기|보랏빛엽서|태클을걸지마|추억으로가는당신|보릿고개","328277","7806","245","552","https://i.ytimg.com/vi/YTgeBbOyn5I/default.jpg","False","False","#트로트 #메들리 #가요 #음악 #노래 #가요베스트 #고속도로 #운전할때 #운전 #드라이브 #직캠 #4K #미스트롯 #고화질 #미스터트롯 #미스터임영웅-사랑의 미로, 내 마음 별과 같이, 진정 난 몰랐었네영탁-둥지장민호-남자는 말합니다임영웅-계단말고 엘리베이터영탁-니가 왜 거기서 나와장민호-7번 국도임영웅-부초같은 인생영탁-누나가 딱이야장민호-연리지임영웅-항구의남자, 사랑할나이, 나무꾼영탁-가슴시린 이야기장민호-드라마✔ 안동MBC 홈페이지 : http://www.andongmbc.co.kr✔ 안동MBC NEWS : https://www.youtube.com/channel/UCgzCOR128Z8rovfBEIQ_lEQ✔ 안동MBC MUSIC : https://www.youtube.com/channel/UCtX0ylOiD-WgKvteH108yww✔ 안동MBC PLUS : https://www.youtube.com/channel/UCTqenvDOOdnJz6tcAXtJsZw"
"enX6em-xjo4","EP. 02​ 빠르게 달리는 것만이 중요한 건 아냐 | SEVENTEEN : HIT THE ROAD","2020-05-20T03:05:06Z","UCfkXDY7vwkcJ8ddFGz8KusA","SEVENTEEN","10","20.20.05","에스쿱스|정한|조슈아|준|호시|원우|우지|디에잇|민규|도겸|승관|버논|디노|SCOUPS|JEONGHAN|JOSHUA|JUN|HOSHI|WONWOO|WOOZI|THE 8|MINGYU|DK|SEUNGKWAN|VERNON|DINO|세븐틴|SEVENTEEN","368047","71473","67","4100","https://i.ytimg.com/vi/enX6em-xjo4/default.jpg","False","False","세븐틴은 일본 내에서 월드투어 일정 외에도 방송, 잡지, 사인회 등 바쁜 시간을 보낸다.다시 돌아온 공연장, 멤버들에게 첫 위기가 찾아온다. 고열과 복통을 호소하며 디노가 마쿠하리 공연을 하루 불참하게 된 것인데... 12명의 멤버들은 최선을 다해 빈자리를 채우려 노력한다. 하지만 공연이 시작되고 얼마 지나지 않아 예상치 못한 일이 일어났다. 원우가 호흡곤란과 어지럼증을 호소하며 백스테이지에서 쓰러지고 만 것인데…SEVENTEEN, with their world tour, TV appearances, magazine shoots and autograph signings, have a busy time in Japan.Back to the concert hall, the members face their first crisis. Dino suffers a fever and stomach pains, and must be absent from their show in Makuhari...The 12 members try their best to fill in for his presence. But shortly after the show begins, something unexpected happens. Wonwoo becomes dizzy and short of breath, and ends up collapsing backstage...SEVENTEEN Official Homepage: http://www.seventeen-17.comSEVENTEEN Official Facebook: https://www.facebook.com/seventeennewsSEVENTEEN Official Twitter: https://twitter.com/pledis_17SEVENTEEN Official Instagram: http://www.instagram.com/saythename_17SEVENTEEN Official Fancafe: http://cafe.daum.net/pledis-17ⓒ Pledis Entertainment. All Rights Reserved#세븐틴 #SEVENTEEN #HIT_THE_ROAD"
"hI8z-1DmJbI","#불후의명곡 미리보기! 임영웅이 부른 미운사랑?! 큰 무대에서 보면 얼마나 더 잘 할지 ㄷㄷ","2020-05-19T07:52:38Z","UC3Gtk0sWC1NaN5PYW_hbcjg","대한민국 트로트","10","20.20.05","전주MBC|한옥마을|MBC|가수|가요|트로트|트롯|미스트롯|미스터트롯|행사|라디오|공연|노래|장윤정|송가인|트로트 인기순위|trot|남자트로트|트로트 노래모음|가요베스트|가요무대|가요쇼|탑10쇼|탑탠쇼|트로트 남자가수|트로트 여자가수|성인가요|탑텐쇼|국민의뽕짝|https://www.youtube.com/watch?v=zyO7k1NjbKI|https://www.youtube.com/watch?v=Bo7NjfFcTEE|https://www.youtube.com/channel/UC6c5iDSFnBI49qpSGJJ0VLg|진해성|신유|김수찬|임영웅|미운사랑|불후의 명곡|불후의 명곡 예고|불후의 명곡 미스터트롯|송해|뭣이 중헌디|임영웅 바램|임영웅 어느 노부부|임영웅 마법의 성|렉스턴|https://www.youtube.com/watch?v=cQuz9rSVNsY|영탁|불후의 명곡 선공개|임영웅 미운사랑|영웅시대|임영웅 유튜브|포천|데스파시토","163239","7790","193","411","https://i.ytimg.com/vi/hI8z-1DmJbI/default.jpg","False","False",""
