,video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description,subscriber_count
1,A1L6IEYVXSg,안녕하세요 철구입니다. 드디어 전역했습니다...,2020-05-16T03:09:28Z,UCUY0FVprY69TQu5pbho2PNw,철구형 (CHULTUBE),23,20.17.05,철구|BJ철구|아프리카철구|afreecaTV|아프리카TV|BJ|비제이|인터넷방송|인터넷방송BJ유머방송|개그방송|유머영상|개그영상|게임영상|게임방송|꿀잼|웃긴영상|웃긴방송,1517059,43679,7591,12853,https://i.ytimg.com/vi/A1L6IEYVXSg/default.jpg,False,False,"▶구독+좋아요+공유! 앙♥기모띠철구 유튜브 ▶  http://goo.gl/ewip1K철구 아프리카 ▶  http://Afreecatv.com/y1026철구 페이스북 ▶ http://goo.gl/4DC1hG지혜 유튜브 ▶  http://goo.gl/AYZPOl지혜 아프리카 ▶  http://Afreecatv.com/xwx1541지혜 인스타 ▶ http://goo.gl/xrWZmi",120.0
2,F-5EBcgn5B0,"[놀면 뭐하니? 선공개] 깡토피아로 가기 위한 비의 몸풀기 댄스, 지금은 깡 로딩중  ⚫⚫⚫⚪⚪",2020-05-16T04:23:25Z,UCx6jsZ02B4K3SECUrkgPyzg,놀면 뭐하니?,24,20.17.05,유재석|김태호|무한도전|유플래시|유산슬|뽕포유|라섹|유르페우스|놀면 뭐하니|놀뭐|무도|비|정지훈|깡|레이니즘|안녕이란말대신|댄스뮤직|여름음악|혼성그룹|연습생|1일3깡|깡팸|깡토피아,1638764,21550,478,6117,https://i.ytimg.com/vi/F-5EBcgn5B0/default.jpg,False,False,[놀면 뭐하니?] 토요일 저녁 6시 30분 방송!,56.4
3,UaElJcQadPE,[후공개] 비가 절대 포기 못 하는 것들! (feat.화려한 조명),2020-05-16T10:48:42Z,UCx6jsZ02B4K3SECUrkgPyzg,놀면 뭐하니?,24,20.17.05,유재석|김태호|무한도전|유플래시|유산슬|뽕포유|라섹|유르페우스|놀면 뭐하니|놀뭐|무도,1465659,33175,487,6653,https://i.ytimg.com/vi/UaElJcQadPE/default.jpg,False,False,"비를 담기엔 놀면 뭐하니?가, 아니 대한민국이 너무 작다!방송에서 다 풀지 못한 이야기 시청자들을 위해 아낌없이 공개합니다![놀면 뭐하니?] 토요일 저녁 6시 30분 방송!",56.4
4,sEoF2oIcjBs,[놀면뭐하니? 예고] 놀면뭐하니를 찾아온 댄스 레전드 비! (feat. 깡),2020-05-14T17:08:48Z,UCx6jsZ02B4K3SECUrkgPyzg,놀면 뭐하니?,24,20.17.05,유재석|김태호|무한도전|유플래시|유산슬|뽕포유|라섹|유르페우스|놀면 뭐하니|놀뭐|무도|비|댄스 레전드|혼성 댄스 그룹|90년대|가요|깡|껑|비 깡,2287949,28723,723,9150,https://i.ytimg.com/vi/sEoF2oIcjBs/default.jpg,False,False,[놀면 뭐하니?]  토요일 저녁 6시 30분 방송!,56.4
5,-4Xvd31MNXg,세계 유일 수행하는 딜러 🙏마더 효레사🙏 이효리에게 칼 갈고 찾아간 無전성기 명수 | 무한도전⏱오분순삭,2020-05-16T08:30:00Z,UC9idb-NIhZrI6wkPesc3MUg,오분순삭,24,20.17.05,이효리|박명수|하하|유재석|정형돈|정준하|무한도전|레전드|제주도|놀면뭐하니,375807,3717,110,463,https://i.ytimg.com/vi/-4Xvd31MNXg/default.jpg,False,False,효리 제일 잘 나갔을 때명수형 제일 못 나갔거든..#오분순삭 #무한도전 #효리와함께춤을 #이효리*무한도전 다시 보기 ✔ WAVVE : https://www.wavve.com/player/vod.html?page=1&programid=M_1000786100000100000✔ iMBC : http://playvod.imbc.com/Vod/VodPlay?broadcastId=1000786100000100000✔ 카카오페이지(2006년~2015년) : https://page.kakao.com/home?seriesId=52717733(2015년~2018년) : https://page.kakao.com/home?seriesId=51222860✔ 네이버시리즈 (pc) : https://series.naver.com/broadcasting/detail.nhn?productNo=442717(moblie) : https://series.naver.com/broadcasting/detail.nhn?productNo=515199✔ 왓챠플레이 : https://play.watcha.net/search?q=%EB%AC%B4%ED%95%9C%EB%8F%84%EC%A0%84 ✔ 곰TV : http://www.gomtv.com/622537,65.9
6,iK3kwZY6epY,자간을 물리치는 가은｜10화 하이라이트｜신비아파트 고스트볼 더블X : 6개의 예언｜투니버스,2020-05-15T01:00:10Z,UCoHsxU1eDWHom6D7Fce6kLA,신비아파트 공식 채널,1,20.17.05,신비아파트|신비아파트고스트볼X의탄생|고스트볼X의탄생|고스트볼X|신비아파트두번째이야기|고스트볼의비밀|신비아파트예고|신비아파트극장판|신비|금비|강림|최강림|하리|구하리|두리|리온|아이기스|퇴마|귀신|신비아파트귀신|투니버스|tooniverse|shinbi|thehauntedhouse|고스트볼더블X|예언|신비시즌3|신비아파트3|신비아파트 시즌3|자간|연금술사|가은과거|가은전생|박쥐|뱀파이어|황금박쥐|자간가은|가은자간|샤를리엔,702990,6567,511,1643,https://i.ytimg.com/vi/iK3kwZY6epY/default.jpg,False,False,신비아파트 고스트볼 더블X : 6개의 예언10화 하이라이트 : 자간을 물리치는 가은세피르 카드의 힘✨리온이의 공격도 잘 들어가지 않는 자간!자간을 막을 수 있는 건 가은이 뿐?!🔥신비아파트 고스트볼 더블X : 6개의 예언🔥매주 목요일 저녁 8시 투니버스 본방송!신비아파트 본방사수하고신비아파트 공식 앱에서 퀴즈쇼 참여하고 선물도 놓치지 말기🎁#신비아파트 #고스트볼더블X #자간,38.5
7,viORuvoko6s,꼰대의 역사 : 라떼는 말이야~'와 '이 말이야~'는 어디서 나온 말일까?,2020-05-16T09:00:17Z,UCuh6Br1vzgo1LivYgKvno5Q,아이템의 인벤토리,27,20.17.05,아이템|아이템의인벤토리|드립|유래|어디서|꼰대|라떼|이말이야|나때는말이야|Latteishorse,268865,8637,202,2731,https://i.ytimg.com/vi/viORuvoko6s/default.jpg,False,False,"일흔 일곱 번째로 알아볼 것은 '꼰대의 역사'입니다,,,,이말이야,,,,허리펴고,,,똑바로,,,앉아서들,,,들어라,,,,젊은,,,것들이,,,,버르장머리,,,없이,,,,어디,,,누워서봐~!!?@?#나때는 #말이야BGM 정보 ::Track: RetroVision - Campfire [NCS Release]Music provided by NoCopyrightSounds.Watch: https://youtu.be/geOGWGe0aB8Free Download / Stream: http://ncs.io/CampfireYO",39.3
8,EeSFL5VlFSk,[#삼시세끼어촌편5 세끼록] 동백이 공효진 웃음꽃 피는 맛! '무'에서 유를 만드는 차셰프의 밥상 | 3 Meals a Day - fishing trip 5 EP.3,2020-05-16T13:51:16Z,UC78PMQprrZTbU0IlMDsYZPw,tvN,24,20.17.05,차승원|유해진|손호준|자급자족어부라이프|삼시세끼어촌편5|차셰프|호준이|참바다|마도로스유|호주니|삼시세끼|삼시세끼어촌편|삼시세끼어촌편시즌5|나영석|삼시세끼차승원|삼시세끼유해진|삼시세끼손호준|삼시세끼시리즈|세끼식구들|세끼하우스|죽굴도|삼시세끼먹방|거북손|스페인하숙|공효진|공블리|동백|동백이|동백꽃필무렵|독고진|구애정|최고의사랑,627071,5486,173,833,https://i.ytimg.com/vi/EeSFL5VlFSk/default.jpg,False,False,'손이 차유' 소식은 여기서 @tvn3meals☞ https://bit.ly/2zIyC4Z#차승원 #유해진 #손호준 #공효진자급자족 어부 라이프 #삼시세끼어촌편5매주 (금) 밤 9시 10분 tvN 방송,237.0
9,3Pu2a7qc7Ls,3년 만에 재개장한 임채무 '두리랜드'...입장료 논란에 대한 그의 생각은? / 비디오머그,2020-05-15T11:28:39Z,UCMEbRpvuwTbXxGiyDb1mT8w,비디오머그 - VIDEOMUG,25,20.17.05,뉴스|NEWS|SBS|SBS NEWS|비디오머그|VIDEOMUG|뉴미디어|KOREA NEWS|Korean News|대한민국 뉴스|생중계|실시간|Live|저널리즘|생방송|인사이트|스포츠|뉴스넷|newsnet|YoutubeUploader|스브스뉴스|SUBUSUNEWS|동영상뉴스,2015951,31007,518,11503,https://i.ytimg.com/vi/3Pu2a7qc7Ls/default.jpg,False,False,"배우 임채무 씨가 운영하는 두리랜드가 3년 만에 재개장했습니다. 임채무 씨는 30년 전 첫 개장 이후 그동안 두리랜드 입장료를 받지 않았었는데요, 이번에 재개장하면서 입장료를 처음으로 받기 시작해 일부 이용객들의 비판도 나오고 있습니다. 임 씨는 그동안 두리랜드를 운영하면서 백억원이 넘는 빚을 진 것으로 알려졌는데요, 임 씨가 이렇게 거액의 빚을 지면서까지 두리랜드를 계속 운영하는 이유가 뭔지, 입장료를 받게 된 이유는 뭔지, 비디오머그가 임 씨를 만나 직접 들어봤습니다.(글구성 : 이호건 / 영상취재 : 조창현 / 편집 : 김인선)         ✔신뢰할 수 있는 재미, 비디오머그 VIDEOMUG #비디오머그 #두리랜드 #임채무  ▶비디오머그 채널 구독하기 : https://n.sbs.co.kr/mugTube▶Homepage : https://n.sbs.co.kr/videomug▶Facebook : https://www.facebook.com/videomug▶Twitter : https://twitter.com/videomug_sbs",84.1
10,pKRcYtuSSVo,1943 코로나 확진자에 대해 말씀드립니다.,2020-05-16T05:38:58Z,UCfz7i-9tUQG14-HNIhW2jzA,최혜성,22,20.17.05,최혜성|1943|안산최혜성|친구|안산|인쌩맥주,517813,9913,347,748,https://i.ytimg.com/vi/pKRcYtuSSVo/default.jpg,False,False,모든 문의는 아래 메일로 부탁드립니다.Mail■griffin930505@naver.comInstagram★ 혜성(Hye Seong) - hancock.11#최혜성 #일구사삼 #인쌩맥주,42.4
11,atD5O2XCbLw,죄수와 검사Ⅱ(한명숙) ③ 나는 검찰의 개였다 한만호 비망록 단독 입수 - 뉴스타파,2020-05-14T02:12:08Z,UCeFUGS2VCOb6DO3BiUgvwNA,newstapa,25,20.17.05,탐사보도|진실|뉴스타파,366140,21463,570,2596,https://i.ytimg.com/vi/atD5O2XCbLw/default.jpg,False,False,'한명숙 뇌물사건'의 핵심 증인인 한만호 씨의 옥중 비망록을 뉴스타파가 입수했습니다. 한 씨는 자신이 추가 기소될 수 있다는 두려움과 사업 재기를 도와주겠다는 검찰의 약속 때문에 거짓 진술을 했다고 기록했습니다. 또 검찰이 서울시장 선거에 적극 개입하는 것을 보고 진술 번복을 결심했다고도 했습니다.☞더 상세한 내용을 기사로 확인하세요 : https://newstapa.org/article/NGu_1☞뉴스타파 후원하기 : https://newstapa.org/donate_info☞뉴스타파 제보하기 : https://jebo.newstapa.org☞뉴스타파 정기 뉴스레터 받아보기 : http://eepurl.com/cTAHUf☞뉴스타파 인스타그램 : https://www.instagram.com/newstapa/☞뉴스타파 페이스북 : https://fb.com/newstapa☞뉴스타파 트위터 : https://twitter.com/newstapa☞뉴스타파 텔레그램 알림 받기 : https://t.me/newstapa☞뉴스타파 굿즈 온라인 스토어  : https://smartstore.naver.com/newstapa※Music source : Habi Music & Westar Music#죄수와검사 #한명숙 #한만호비망록,53.2
